vertices,edges,connectivity,iterations,time
3,1,0.1,4,0.0001325999999999966
3,1,0.2,4,6.900000000004125e-06
3,1,0.30000000000000004,4,7.099999999995998e-06
3,2,0.4,4,8.700000000000374e-06
3,2,0.5,4,6.400000000003625e-06
3,2,0.6,4,6.400000000003625e-06
3,3,0.7,3,6.400000000003625e-06
3,3,0.7999999999999999,3,6.3000000000007494e-06
3,3,0.8999999999999999,3,6.100000000008876e-06
4,1,0.1,11,1.3499999999999623e-05
4,2,0.2,10,1.2700000000004374e-05
4,2,0.30000000000000004,10,9.969999999999424e-05
4,3,0.4,10,1.2899999999996248e-05
4,3,0.5,10,1.2799999999993372e-05
4,4,0.6,12,1.4600000000003499e-05
4,5,0.7,10,1.3599999999988621e-05
4,5,0.7999999999999999,10,1.3700000000005375e-05
4,6,0.8999999999999999,6,1.0500000000010501e-05
5,1,0.1,25,2.389999999999337e-05
5,2,0.2,25,2.590000000000925e-05
5,4,0.30000000000000004,23,4.8100000000009246e-05
5,4,0.4,23,4.3899999999999495e-05
5,5,0.5,22,4.470000000000862e-05
5,6,0.6,23,4.4399999999999995e-05
5,7,0.7,33,5.5700000000005745e-05
5,8,0.7999999999999999,33,6.029999999999924e-05
5,9,0.8999999999999999,19,4.079999999999362e-05
6,2,0.1,59,7.000000000000062e-05
6,3,0.2,66,8.450000000000124e-05
6,5,0.30000000000000004,69,0.00011550000000000449
6,6,0.4,61,0.00012370000000000436
6,8,0.5,75,0.00015410000000000423
6,9,0.6,63,9.310000000001262e-05
6,11,0.7,52,7.600000000000662e-05
6,12,0.7999999999999999,39,8.460000000000412e-05
6,14,0.8999999999999999,29,4.6699999999996744e-05
7,3,0.1,121,0.00012280000000000624
7,5,0.2,166,0.0001789000000000096
7,7,0.30000000000000004,137,0.0001709999999999906
7,9,0.4,144,0.0001976999999999951
7,11,0.5,164,0.00024280000000000135
7,13,0.6,208,0.0003308999999999951
7,15,0.7,145,0.0002273000000000136
7,17,0.7999999999999999,148,0.00024219999999999797
7,19,0.8999999999999999,108,0.0001981000000000066
8,3,0.1,268,0.00025279999999999747
8,6,0.2,317,0.00038810000000000233
8,9,0.30000000000000004,361,0.0005208000000000018
8,12,0.4,322,0.0005444000000000004
8,14,0.5,339,0.0006012999999999991
8,17,0.6,349,0.0006218999999999947
8,20,0.7,448,0.0008500999999999925
8,23,0.7999999999999999,334,0.0006868000000000152
8,26,0.8999999999999999,165,0.00037650000000000183
9,4,0.1,752,0.0007147999999999877
9,8,0.2,833,0.0010153999999999996
9,11,0.30000000000000004,849,0.001196699999999995
9,15,0.4,786,0.0013938000000000006
9,18,0.5,806,0.001469800000000021
9,22,0.6,1057,0.0022596000000000005
9,26,0.7,1041,0.0023411999999999877
9,29,0.7999999999999999,973,0.0025249999999999995
9,33,0.8999999999999999,447,0.0011031999999999986
10,5,0.1,1351,0.001478000000000007
10,9,0.2,1588,0.002201300000000017
10,14,0.30000000000000004,1607,0.0027629999999999877
10,18,0.4,1581,0.0032201000000000035
10,23,0.5,1672,0.004229900000000009
10,27,0.6,1973,0.0050798999999999706
10,32,0.7,2408,0.007237500000000008
10,36,0.7999999999999999,2407,0.007442199999999954
10,41,0.8999999999999999,1140,0.003620200000000018
11,6,0.1,2588,0.003005599999999997
11,11,0.2,2777,0.004350300000000029
11,17,0.30000000000000004,2895,0.005884100000000003
11,22,0.4,3306,0.007815000000000016
11,28,0.5,2875,0.007744300000000037
11,33,0.6,3395,0.011253200000000074
11,39,0.7,4317,0.015946999999999933
11,44,0.7999999999999999,4718,0.016316499999999956
11,50,0.8999999999999999,1610,0.005468499999999987
12,7,0.1,5366,0.006467900000000082
12,14,0.2,6046,0.010621899999999962
12,20,0.30000000000000004,6541,0.01433390000000001
12,27,0.4,7739,0.020789100000000005
12,33,0.5,7493,0.02287949999999994
12,40,0.6,9144,0.031404999999999905
12,47,0.7,12424,0.04915580000000008
12,53,0.7999999999999999,9689,0.044723099999999905
12,60,0.8999999999999999,3528,0.015210399999999957
13,8,0.1,10882,0.016307099999999908
13,16,0.2,11645,0.026538000000000173
13,24,0.30000000000000004,12432,0.03554800000000036
13,32,0.4,14555,0.04919040000000008
13,39,0.5,13832,0.05386380000000024
13,47,0.6,17559,0.07313949999999991
13,55,0.7,18957,0.09319840000000035
13,63,0.7999999999999999,22021,0.11687830000000021
13,71,0.8999999999999999,8483,0.04056890000000024
14,10,0.1,20350,0.032401000000000124
14,19,0.2,23894,0.06029630000000008
14,28,0.30000000000000004,27270,0.08671269999999964
14,37,0.4,30554,0.11699439999999939
14,46,0.5,35712,0.17779459999999947
14,55,0.6,50149,0.2606060000000001
14,64,0.7,44016,0.24458249999999992
14,73,0.7999999999999999,51125,0.3052407000000006
14,82,0.8999999999999999,26146,0.13944690000000115
15,11,0.1,37686,0.08092689999999969
15,21,0.2,46551,0.128810399999999
15,32,0.30000000000000004,51066,0.181787700000001
15,42,0.4,60933,0.2658725999999998
15,53,0.5,67258,0.35069079999999886
15,63,0.6,69623,0.39422019999999947
15,74,0.7,86638,0.5136409999999998
15,84,0.7999999999999999,102201,0.6826614999999983
15,95,0.8999999999999999,93044,0.5861406999999978
16,12,0.1,74342,0.1510706000000006
16,24,0.2,99596,0.30708299999999866
16,37,0.30000000000000004,124205,0.5383115000000025
16,48,0.4,195080,0.9069396000000012
16,60,0.5,195104,0.9898361000000051
16,72,0.6,205678,1.157990599999998
16,84,0.7,219832,1.3277996000000059
16,96,0.7999999999999999,207980,1.372064100000003
16,108,0.8999999999999999,139754,1.0282535000000053
17,14,0.1,148986,0.33114530000000286
17,28,0.2,174399,0.6351901000000026
17,41,0.30000000000000004,251533,1.1737113000000008
17,55,0.4,286641,1.5475008000000088
17,68,0.5,353949,2.2263104000000027
17,82,0.6,344723,2.2713044999999994
17,96,0.7,396609,2.796656200000001
17,109,0.7999999999999999,449607,3.2167882999999904
17,123,0.8999999999999999,191979,1.6486341000000095
18,16,0.1,298279,0.7209120999999925
18,31,0.2,426874,1.7195160999999928
18,46,0.30000000000000004,533951,2.6580461999999727
18,62,0.4,571841,3.3331197999999915
18,77,0.5,590733,3.9110914000000037
18,92,0.6,681808,5.157299800000004
18,108,0.7,920248,7.233850099999984
18,123,0.7999999999999999,998244,9.305032100000005
18,138,0.8999999999999999,704020,7.028794100000027
19,18,0.1,662631,1.7552301000000057
19,35,0.2,898218,4.044245100000012
19,52,0.30000000000000004,922024,5.3865056999999865
19,69,0.4,1078628,7.242323800000008
19,86,0.5,1543137,11.583660000000009
19,103,0.6,1726749,14.008022499999981
19,120,0.7,1635205,14.122029600000019
19,137,0.7999999999999999,1425501,13.289468000000056
19,154,0.8999999999999999,637641,7.186953300000027
20,19,0.1,1207550,3.491233999999963
20,38,0.2,1812516,8.74665170000003
20,58,0.30000000000000004,2208051,13.340988300000049
20,76,0.4,2815015,19.39336299999991
20,95,0.5,2827893,21.75898219999999
20,114,0.6,3242088,27.405306699999983
20,133,0.7,3584648,37.1421299000001
20,152,0.7999999999999999,3534903,43.300151800000094
