vertices,edges,connectivity,iterations,time
15,84,0.7999999999999999,103630,0.6902668999991874
15,95,0.8999999999999999,96323,0.6203366999998252
16,12,0.1,74351,0.14866649999930814
16,24,0.2,99597,0.30793439999979455
16,37,0.30000000000000004,124206,0.5457607999996981
16,48,0.4,195087,0.9032725999986724
16,60,0.5,195180,1.0083606000007421
16,72,0.6,205755,1.1555111999987275
16,84,0.7,219875,1.328227699999843
16,96,0.7999999999999999,208033,1.3697772000014083
16,108,0.8999999999999999,140883,1.0409116999999242
17,14,0.1,148995,0.32949209999969753
17,28,0.2,174401,0.630006900000808
17,41,0.30000000000000004,251549,1.177508900000248
17,55,0.4,286652,1.540695899999264
17,68,0.5,354116,2.2220851000001858
17,82,0.6,345332,2.25922139999966
17,96,0.7,397221,2.7811022000005323
17,109,0.7999999999999999,451546,3.225536199999624
17,123,0.8999999999999999,211682,1.6105454999997164
18,16,0.1,298297,0.7159305999994103
18,31,0.2,426875,1.7171727000004466
18,46,0.30000000000000004,534120,2.639816900000369
18,62,0.4,571907,3.321322499999951
18,77,0.5,590945,3.913073200001236
18,92,0.6,687450,5.469271099998878
18,108,0.7,922535,7.237154799999189
18,123,0.7999999999999999,1003916,9.259378900000229
18,138,0.8999999999999999,710041,7.142376699999659
19,18,0.1,662650,1.7205329000007623
19,35,0.2,898219,4.042898399999103
19,52,0.30000000000000004,922039,5.366505399999369
19,69,0.4,1079543,7.175109300000258
19,86,0.5,1543220,11.573928599998908
19,103,0.6,1726813,13.981911700000637
19,120,0.7,1635492,14.104505200000858
19,137,0.7999999999999999,1460093,13.785433799999737
19,154,0.8999999999999999,823551,9.367023200000403
20,19,0.1,1207570,3.445158900000024
20,38,0.2,1812517,8.703533699999753
20,58,0.30000000000000004,2208058,13.312193400000979
20,76,0.4,2815096,19.35838850000073
20,95,0.5,2828702,21.815878899999007
20,114,0.6,3242206,27.41250039999977
20,133,0.7,3586180,37.173513199999434
20,152,0.7999999999999999,3582197,44.036612899999454
20,171,0.8999999999999999,2372904,27.34034040000006
21,21,0.1,2676056,8.26027090000025
21,42,0.2,3429476,17.841512900000453
21,64,0.30000000000000004,3701492,24.870416800000385
21,84,0.4,5289555,41.90233560000161
21,105,0.5,6345930,55.485355299999355
21,126,0.6,7160802,71.25692850000087
21,147,0.7,8312566,88.35163199999988
21,168,0.7999999999999999,9891864,119.38873890000104
21,189,0.8999999999999999,9085029,106.07719399999951
22,24,0.1,6407780,20.938466800000242
22,47,0.2,7128764,39.26615899999888
22,70,0.30000000000000004,9071330,62.33281309999984
22,93,0.4,9344638,73.92710029999944
22,116,0.5,10298378,107.52984599999945
22,139,0.6,12877452,138.4642385999996
22,162,0.7,18329477,215.17546539999967
22,185,0.7999999999999999,21658236,272.6965033999986
22,208,0.8999999999999999,21605529,292.9742272000003
